Loyalty#,Country,Province or State,City,Gender,Education,Location Code,Marital Status,LoyaltyStatus,EnrollmentType,Income_Bins,Preferred_Season,CLV_Bins,Loyalty#
582990,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Single,Star,Standard,High,Spring_Flights,Medium,582990
120594,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Star,Standard,Medium,Spring_Flights,Medium,120594
315113,Canada,British Columbia,Vancouver,female,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Medium,315113
413330,Canada,British Columbia,Vancouver,male,College,Urban,Married,Star,Standard,Low,Spring_Flights,Medium,413330
958518,Canada,Ontario,Toronto,male,College,Suburban,Married,Star,Standard,Low,Autumn_Flights,Medium,958518
688748,Canada,Nova Scotia,Halifax,male,Doctor,Urban,Divorced,Star,Standard,Medium,Autumn_Flights,Medium,688748
352734,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Single,Star,Standard,Medium,Non_Travel,Medium,352734
450987,Canada,Ontario,Trenton,male,Bachelor,Urban,Single,Star,Standard,Medium,Winter_Flights,Medium,450987
767864,Canada,Quebec,Hull,female,Bachelor,Suburban,Single,Star,Standard,Medium,Autumn_Flights,Medium,767864
385190,Canada,Quebec,Montreal,female,Master,Suburban,Single,Star,Standard,Low,Summer_Flights,Medium,385190
916020,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Star,Standard,Medium,Spring_Flights,Medium,916020
548999,Canada,Ontario,Toronto,female,College,Suburban,Married,Star,Standard,Low,Summer_Flights,Medium,548999
851255,Canada,British Columbia,Dawson Creek,female,College,Urban,Single,Star,Standard,Low,Autumn_Flights,Medium,851255
468516,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Divorced,Star,Standard,Medium,Summer_Flights,Medium,468516
427980,Canada,Ontario,Kingston,female,Bachelor,Suburban,Married,Star,Standard,High,Spring_Flights,Medium,427980
804557,Canada,Yukon,Whitehorse,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,804557
900325,Canada,Quebec,Quebec City,male,Bachelor,Rural,Single,Star,Standard,High,Autumn_Flights,Medium,900325
156870,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,Standard,Low,Summer_Flights,Medium,156870
222278,Canada,Alberta,Calgary,female,Bachelor,Suburban,Married,Star,Standard,Low,Summer_Flights,Medium,222278
463751,Canada,British Columbia,Victoria,male,Bachelor,Rural,Married,Star,Standard,Low,Autumn_Flights,Medium,463751
614221,Canada,Alberta,Banff,female,Bachelor,Rural,Married,Star,Standard,Low,Autumn_Flights,Medium,614221
766777,Canada,Ontario,Kingston,male,Bachelor,Suburban,Married,Star,Standard,Low,Summer_Flights,Medium,766777
567151,Canada,Quebec,Quebec City,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Medium,567151
981395,Canada,British Columbia,Vancouver,male,Doctor,Urban,Married,Star,Standard,Low,Summer_Flights,Medium,981395
572768,Canada,British Columbia,Whistler,male,Master,Urban,Married,Star,Standard,Medium,Winter_Flights,Medium,572768
612664,Canada,Quebec,Montreal,female,Master,Urban,Married,Star,Standard,Medium,Summer_Flights,Medium,612664
244844,Canada,British Columbia,Vancouver,female,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Medium,244844
604274,Canada,Ontario,Toronto,male,College,Rural,Single,Star,Standard,Low,Summer_Flights,Medium,604274
292035,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Single,Star,Standard,Low,Non_Travel,Medium,292035
277783,Canada,Ontario,Toronto,male,College,Urban,Single,Star,Standard,Low,Spring_Flights,Medium,277783
917192,Canada,Alberta,Edmonton,female,College,Rural,Single,Star,Standard,Low,Spring_Flights,Medium,917192
602346,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Medium,602346
816110,Canada,British Columbia,West Vancouver,male,Master,Rural,Divorced,Star,Standard,Low,Spring_Flights,Medium,816110
928291,Canada,Quebec,Hull,female,Master,Rural,Divorced,Star,Standard,Medium,Summer_Flights,Medium,928291
656942,Canada,British Columbia,Vancouver,female,College,Rural,Single,Star,Standard,Low,Summer_Flights,Medium,656942
924037,Canada,Ontario,London,female,College,Urban,Single,Star,Standard,Low,Winter_Flights,Medium,924037
856609,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Single,Star,2021 Promotion,Medium,Autumn_Flights,Medium,856609
142717,Canada,Saskatchewan,Regina,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Medium,142717
156457,Canada,Nova Scotia,Halifax,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Medium,156457
968450,Canada,Ontario,Toronto,male,High School or Below,Rural,Single,Star,Standard,Medium,Summer_Flights,Medium,968450
700770,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Star,Standard,High,Spring_Flights,Medium,700770
712605,Canada,British Columbia,West Vancouver,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Medium,712605
110476,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Medium,110476
315337,Canada,British Columbia,Vancouver,female,Doctor,Suburban,Married,Star,Standard,Low,Winter_Flights,Medium,315337
988149,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,Standard,High,Autumn_Flights,Medium,988149
906178,Canada,Ontario,Thunder Bay,female,High School or Below,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Medium,906178
633332,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Medium,633332
861162,Canada,British Columbia,West Vancouver,female,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Medium,861162
361680,Canada,New Brunswick,Fredericton,male,Bachelor,Suburban,Single,Star,Standard,Medium,Non_Travel,Medium,361680
781110,Canada,Quebec,Tremblant,female,Bachelor,Rural,Single,Star,Standard,Medium,Spring_Flights,Medium,781110
150883,Canada,Ontario,Toronto,male,College,Rural,Single,Star,Standard,Low,Spring_Flights,Medium,150883
652741,Canada,Newfoundland,St. John's,female,Bachelor,Rural,Married,Star,2021 Promotion,Medium,Spring_Flights,Medium,652741
332003,Canada,Quebec,Tremblant,male,Bachelor,Rural,Divorced,Star,Standard,High,Non_Travel,Medium,332003
275386,Canada,Alberta,Calgary,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,275386
302066,Canada,Ontario,Toronto,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,302066
775304,Canada,Quebec,Tremblant,female,Bachelor,Suburban,Married,Star,Standard,High,Autumn_Flights,Medium,775304
380627,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,380627
922741,Canada,British Columbia,West Vancouver,female,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Medium,922741
652862,Canada,Ontario,Toronto,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,652862
378153,Canada,Quebec,Hull,male,College,Rural,Divorced,Star,2021 Promotion,Low,Autumn_Flights,Medium,378153
852786,Canada,Manitoba,Winnipeg,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Medium,852786
768959,Canada,Quebec,Montreal,male,College,Urban,Single,Star,Standard,Low,Autumn_Flights,Medium,768959
521699,Canada,Ontario,Toronto,female,Doctor,Suburban,Single,Star,Standard,Medium,Summer_Flights,Medium,521699
690637,Canada,Quebec,Hull,male,Bachelor,Urban,Married,Star,Standard,Medium,Spring_Flights,Medium,690637
136430,Canada,Ontario,Toronto,male,College,Urban,Single,Star,Standard,Low,Winter_Flights,Medium,136430
537852,Canada,Alberta,Peace River,female,College,Rural,Single,Star,2021 Promotion,Low,Summer_Flights,Medium,537852
387568,Canada,Ontario,Toronto,female,Bachelor,Urban,Single,Star,Standard,Medium,Summer_Flights,Medium,387568
932599,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Single,Star,Standard,Medium,Autumn_Flights,Medium,932599
151627,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Medium,151627
619596,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Star,Standard,Medium,Winter_Flights,Medium,619596
290507,Canada,New Brunswick,Moncton,female,Bachelor,Suburban,Married,Star,Standard,Medium,Winter_Flights,Medium,290507
528363,Canada,Quebec,Tremblant,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Medium,528363
778030,Canada,Manitoba,Winnipeg,female,College,Suburban,Single,Star,Standard,Low,Winter_Flights,Medium,778030
723091,Canada,Manitoba,Winnipeg,female,College,Suburban,Married,Star,Standard,Low,Summer_Flights,Medium,723091
986126,Canada,Quebec,Montreal,female,College,Rural,Married,Star,Standard,Low,Non_Travel,Medium,986126
782100,Canada,Quebec,Quebec City,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,782100
802519,Canada,Ontario,Thunder Bay,female,Bachelor,Urban,Married,Star,Standard,High,Non_Travel,Medium,802519
534464,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,2021 Promotion,High,Summer_Flights,Medium,534464
306231,Canada,Quebec,Quebec City,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,306231
307296,Canada,Manitoba,Winnipeg,female,Bachelor,Urban,Divorced,Star,Standard,High,Autumn_Flights,Medium,307296
426994,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Star,Standard,Medium,Autumn_Flights,Medium,426994
321227,Canada,Ontario,Kingston,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,321227
802645,Canada,British Columbia,Vancouver,male,College,Suburban,Married,Star,Standard,Low,Summer_Flights,Medium,802645
203696,Canada,British Columbia,West Vancouver,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Medium,203696
433510,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Medium,433510
607292,Canada,Ontario,Thunder Bay,male,College,Rural,Single,Star,Standard,Low,Winter_Flights,Medium,607292
996301,Canada,Ontario,Kingston,male,College,Rural,Married,Star,Standard,Low,Winter_Flights,Medium,996301
918479,Canada,Manitoba,Winnipeg,female,College,Rural,Single,Star,Standard,Low,Summer_Flights,Medium,918479
226924,Canada,New Brunswick,Moncton,male,Bachelor,Rural,Married,Star,2021 Promotion,High,Summer_Flights,Medium,226924
135392,Canada,Alberta,Edmonton,male,Master,Suburban,Divorced,Star,Standard,Low,Winter_Flights,Medium,135392
147272,Canada,Ontario,Toronto,female,Master,Rural,Divorced,Star,Standard,Low,Winter_Flights,Medium,147272
356708,Canada,Quebec,Hull,female,Master,Suburban,Divorced,Star,Standard,Low,Winter_Flights,Medium,356708
830811,Canada,Quebec,Montreal,male,Master,Suburban,Divorced,Star,Standard,Low,Summer_Flights,Medium,830811
843816,Canada,British Columbia,Whistler,male,Master,Rural,Divorced,Star,Standard,Low,Non_Travel,Medium,843816
893866,Canada,British Columbia,Victoria,female,Master,Suburban,Divorced,Star,2021 Promotion,Low,Summer_Flights,Medium,893866
435557,Canada,Alberta,Calgary,female,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Medium,435557
686474,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,Standard,High,Non_Travel,Medium,686474
271911,Canada,British Columbia,Vancouver,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,271911
211589,Canada,British Columbia,Whistler,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Medium,211589
455023,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,Medium,Winter_Flights,Medium,455023
157911,Canada,Ontario,London,male,Bachelor,Urban,Married,Star,Standard,Medium,Autumn_Flights,Medium,157911
163481,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Star,Standard,Medium,Non_Travel,Medium,163481
840071,Canada,British Columbia,Victoria,female,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Medium,840071
992194,Canada,British Columbia,Vancouver,female,College,Rural,Married,Star,Standard,Low,Summer_Flights,Medium,992194
944750,Canada,Quebec,Quebec City,male,College,Suburban,Married,Star,Standard,Low,Summer_Flights,Medium,944750
314065,Canada,Ontario,Kingston,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Medium,314065
579093,Canada,British Columbia,Dawson Creek,male,College,Suburban,Single,Star,Standard,Low,Summer_Flights,Medium,579093
298098,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,Medium,Winter_Flights,Medium,298098
811746,Canada,Ontario,Trenton,male,College,Suburban,Married,Star,Standard,Low,Summer_Flights,Medium,811746
621876,Canada,New Brunswick,Fredericton,male,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Medium,621876
508399,Canada,Ontario,Ottawa,female,College,Suburban,Single,Star,Standard,Low,Summer_Flights,Medium,508399
523642,Canada,British Columbia,Vancouver,female,College,Urban,Single,Star,Standard,Low,Spring_Flights,Medium,523642
710598,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Single,Star,2021 Promotion,Medium,Autumn_Flights,Medium,710598
115354,Canada,New Brunswick,Fredericton,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,115354
346529,Canada,Quebec,Montreal,female,College,Suburban,Single,Star,Standard,Low,Summer_Flights,Medium,346529
740814,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Medium,740814
968484,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,Standard,High,Autumn_Flights,Medium,968484
170404,Canada,British Columbia,West Vancouver,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Medium,170404
311008,Canada,Quebec,Montreal,male,Bachelor,Rural,Married,Star,Standard,Medium,Non_Travel,Medium,311008
470123,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Star,Standard,High,Spring_Flights,Medium,470123
360446,Canada,Quebec,Tremblant,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,360446
471015,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,2021 Promotion,High,Spring_Flights,Medium,471015
697091,Canada,Alberta,Calgary,female,Bachelor,Rural,Married,Star,Standard,High,Spring_Flights,Medium,697091
926315,Canada,British Columbia,West Vancouver,male,College,Suburban,Married,Star,Standard,Low,Autumn_Flights,Medium,926315
790346,Canada,British Columbia,Vancouver,male,College,Rural,Divorced,Star,Standard,Low,Summer_Flights,Medium,790346
230027,Canada,Ontario,Toronto,male,Bachelor,Urban,Single,Star,Standard,Medium,Summer_Flights,Medium,230027
877609,Canada,British Columbia,Vancouver,male,Bachelor,Urban,Single,Star,Standard,Medium,Autumn_Flights,Medium,877609
355669,Canada,Ontario,Toronto,male,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Medium,355669
319059,Canada,Ontario,Kingston,female,Bachelor,Rural,Single,Star,Standard,High,Summer_Flights,Medium,319059
466477,Canada,New Brunswick,Fredericton,male,Bachelor,Suburban,Married,Star,Standard,Medium,Spring_Flights,Medium,466477
958931,Canada,Ontario,Kingston,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Medium,958931
168123,Canada,Quebec,Montreal,female,College,Rural,Married,Star,Standard,Low,Spring_Flights,Medium,168123
148942,Canada,British Columbia,Dawson Creek,male,College,Urban,Married,Star,Standard,Low,Winter_Flights,Medium,148942
195994,Canada,British Columbia,Victoria,male,Bachelor,Urban,Married,Star,2021 Promotion,Medium,Summer_Flights,Medium,195994
319430,Canada,British Columbia,Whistler,male,Bachelor,Suburban,Married,Star,2021 Promotion,Medium,Summer_Flights,Medium,319430
554255,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Medium,554255
281550,Canada,Quebec,Tremblant,female,Bachelor,Suburban,Single,Star,Standard,Medium,Winter_Flights,Medium,281550
528173,Canada,New Brunswick,Fredericton,male,Bachelor,Rural,Single,Star,Standard,Medium,Winter_Flights,Medium,528173
652809,Canada,Quebec,Quebec City,male,Bachelor,Urban,Single,Star,Standard,Medium,Non_Travel,Medium,652809
773397,Canada,Alberta,Calgary,male,Bachelor,Suburban,Single,Star,Standard,Medium,Summer_Flights,Medium,773397
595529,Canada,Ontario,Ottawa,female,Bachelor,Urban,Single,Star,Standard,High,Non_Travel,Medium,595529
275118,Canada,British Columbia,Whistler,male,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Medium,275118
522851,Canada,British Columbia,Vancouver,female,College,Rural,Single,Star,Standard,Low,Non_Travel,Medium,522851
434658,Canada,Ontario,Sudbury,female,College,Urban,Single,Star,Standard,Low,Spring_Flights,Medium,434658
360485,Canada,Quebec,Montreal,female,Bachelor,Rural,Divorced,Star,Standard,Medium,Non_Travel,Medium,360485
516984,Canada,Ontario,Sudbury,male,Bachelor,Suburban,Divorced,Star,Standard,Medium,Summer_Flights,Medium,516984
231641,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,Medium,Spring_Flights,Medium,231641
981150,Canada,Alberta,Calgary,female,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Medium,981150
375056,Canada,Ontario,Trenton,male,High School or Below,Suburban,Married,Star,Standard,Low,Winter_Flights,Medium,375056
756341,Canada,Quebec,Montreal,female,Bachelor,Suburban,Divorced,Star,Standard,High,Autumn_Flights,Medium,756341
357161,Canada,Quebec,Montreal,male,College,Rural,Single,Star,Standard,Low,Summer_Flights,Medium,357161
802470,Canada,British Columbia,West Vancouver,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,802470
925254,Canada,Quebec,Montreal,male,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Medium,925254
501037,Canada,Ontario,Toronto,male,College,Rural,Single,Star,Standard,Low,Non_Travel,Medium,501037
555541,Canada,British Columbia,Vancouver,male,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Medium,555541
182459,Canada,British Columbia,Whistler,female,Bachelor,Rural,Married,Star,Standard,High,Autumn_Flights,Medium,182459
103217,Canada,Quebec,Montreal,male,College,Urban,Single,Star,Standard,Low,Autumn_Flights,Medium,103217
597837,Canada,Nova Scotia,Halifax,male,Bachelor,Suburban,Married,Star,2021 Promotion,High,Summer_Flights,Medium,597837
724626,Canada,Ontario,Toronto,female,College,Suburban,Married,Star,Standard,Low,Autumn_Flights,Medium,724626
957572,Canada,Nova Scotia,Halifax,male,College,Urban,Single,Star,Standard,Low,Spring_Flights,Medium,957572
585854,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Medium,585854
848998,Canada,Ontario,Thunder Bay,male,High School or Below,Rural,Married,Star,Standard,Low,Summer_Flights,Medium,848998
822305,Canada,Yukon,Whitehorse,female,Bachelor,Rural,Married,Star,Standard,Medium,Spring_Flights,Medium,822305
475172,Canada,British Columbia,Vancouver,male,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Medium,475172
906316,Canada,Alberta,Edmonton,male,Bachelor,Urban,Married,Star,Standard,Medium,Spring_Flights,Medium,906316
518561,Canada,Manitoba,Winnipeg,female,Bachelor,Suburban,Single,Star,Standard,High,Summer_Flights,Medium,518561
141614,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,Standard,High,Spring_Flights,Medium,141614
476327,Canada,Quebec,Montreal,female,College,Urban,Single,Star,Standard,Low,Winter_Flights,Medium,476327
411030,Canada,Ontario,Toronto,female,College,Rural,Single,Star,Standard,Low,Winter_Flights,Medium,411030
829863,Canada,Ontario,Toronto,female,Bachelor,Rural,Divorced,Star,Standard,Medium,Non_Travel,Medium,829863
360805,Canada,Ontario,Toronto,male,Doctor,Urban,Married,Star,Standard,Medium,Spring_Flights,Medium,360805
659792,Canada,British Columbia,Dawson Creek,male,Doctor,Suburban,Married,Star,Standard,Medium,Non_Travel,Medium,659792
798832,Canada,New Brunswick,Moncton,male,Doctor,Urban,Married,Star,Standard,Medium,Spring_Flights,Medium,798832
939961,Canada,Quebec,Tremblant,male,Doctor,Rural,Married,Star,Standard,Medium,Summer_Flights,Medium,939961
501131,Canada,New Brunswick,Fredericton,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,501131
837517,Canada,Alberta,Edmonton,female,College,Rural,Single,Star,Standard,Low,Winter_Flights,Medium,837517
491987,Canada,Ontario,Toronto,male,Bachelor,Urban,Divorced,Star,Standard,High,Summer_Flights,Medium,491987
664062,Canada,Ontario,Toronto,female,College,Urban,Married,Star,Standard,Low,Winter_Flights,Medium,664062
184466,Canada,Quebec,Hull,female,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Medium,184466
660119,Canada,British Columbia,Vancouver,female,College,Rural,Married,Star,Standard,Low,Summer_Flights,Medium,660119
361439,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Medium,361439
178643,Canada,British Columbia,Victoria,female,Bachelor,Suburban,Married,Star,Standard,High,Winter_Flights,Medium,178643
636012,Canada,Quebec,Hull,female,Bachelor,Suburban,Married,Star,Standard,High,Winter_Flights,Medium,636012
714163,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Star,2021 Promotion,High,Autumn_Flights,Medium,714163
911003,Canada,Ontario,Toronto,male,High School or Below,Urban,Single,Star,Standard,Low,Autumn_Flights,Medium,911003
972671,Canada,British Columbia,Vancouver,male,High School or Below,Suburban,Single,Star,Standard,Low,Winter_Flights,Medium,972671
526736,Canada,Newfoundland,St. John's,female,Bachelor,Suburban,Married,Star,Standard,Medium,Spring_Flights,Medium,526736
382149,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,Medium,Spring_Flights,Medium,382149
383399,Canada,Saskatchewan,Regina,female,Doctor,Suburban,Divorced,Star,Standard,Low,Spring_Flights,Medium,383399
919557,Canada,Ontario,Trenton,male,Bachelor,Suburban,Divorced,Star,Standard,High,Spring_Flights,Medium,919557
924794,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Divorced,Star,Standard,High,Summer_Flights,Medium,924794
232907,Canada,Nova Scotia,Halifax,male,College,Urban,Single,Star,Standard,Low,Winter_Flights,Medium,232907
814748,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,814748
861696,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Medium,861696
222702,Canada,Ontario,Thunder Bay,female,College,Urban,Single,Star,Standard,Low,Spring_Flights,Medium,222702
890543,Canada,Ontario,Kingston,male,High School or Below,Rural,Single,Star,Standard,Low,Winter_Flights,Medium,890543
611673,Canada,British Columbia,Vancouver,male,College,Rural,Single,Star,Standard,Low,Winter_Flights,Medium,611673
485742,Canada,Yukon,Whitehorse,male,College,Urban,Single,Star,Standard,Low,Winter_Flights,Medium,485742
933053,Canada,British Columbia,Vancouver,female,Doctor,Suburban,Married,Star,2021 Promotion,Medium,Autumn_Flights,Medium,933053
340925,Canada,Ontario,Sudbury,male,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Medium,340925
862100,Canada,Quebec,Montreal,male,Doctor,Suburban,Single,Star,Standard,Low,Autumn_Flights,Medium,862100
845227,Canada,Quebec,Montreal,male,College,Suburban,Single,Star,Standard,Low,Autumn_Flights,Medium,845227
135574,Canada,Nova Scotia,Halifax,male,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Medium,135574
137952,Canada,Saskatchewan,Regina,male,College,Rural,Single,Star,Standard,Low,Summer_Flights,Medium,137952
370066,Canada,Ontario,Trenton,male,College,Urban,Single,Star,Standard,Low,Spring_Flights,Medium,370066
921776,Canada,British Columbia,Vancouver,female,College,Suburban,Single,Star,2021 Promotion,Low,Summer_Flights,Medium,921776
428152,Canada,British Columbia,West Vancouver,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,428152
956843,Canada,Quebec,Montreal,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,956843
180009,Canada,Ontario,Toronto,male,College,Rural,Single,Star,Standard,Low,Summer_Flights,Medium,180009
410958,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Medium,410958
517190,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Star,Standard,High,Winter_Flights,Medium,517190
793980,Canada,Quebec,Quebec City,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,793980
100272,Canada,Ontario,Toronto,female,Bachelor,Suburban,Divorced,Star,Standard,High,Summer_Flights,Medium,100272
227274,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Divorced,Star,Standard,High,Autumn_Flights,Medium,227274
609971,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,609971
829861,Canada,British Columbia,Vancouver,female,College,Rural,Divorced,Star,Standard,Low,Summer_Flights,Medium,829861
277370,Canada,Nova Scotia,Halifax,male,Bachelor,Suburban,Married,Star,Standard,High,Non_Travel,Medium,277370
503305,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Medium,503305
735605,Canada,Alberta,Edmonton,male,Bachelor,Suburban,Married,Star,2021 Promotion,Medium,Summer_Flights,Medium,735605
509345,Canada,Manitoba,Winnipeg,female,Bachelor,Suburban,Married,Star,Standard,High,Autumn_Flights,Medium,509345
575571,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Medium,575571
890051,Canada,Manitoba,Winnipeg,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Medium,890051
711795,Canada,British Columbia,Vancouver,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Medium,711795
686432,Canada,Manitoba,Winnipeg,female,College,Urban,Single,Star,Standard,Low,Non_Travel,Medium,686432
723457,Canada,Quebec,Montreal,female,College,Rural,Single,Star,2021 Promotion,Low,Summer_Flights,Medium,723457
507567,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,High,Spring_Flights,Medium,507567
251223,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Medium,251223
982715,Canada,Ontario,Toronto,male,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Medium,982715
333799,Canada,British Columbia,Vancouver,female,College,Rural,Single,Star,Standard,Low,Summer_Flights,Medium,333799
159688,Canada,Quebec,Quebec City,male,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Medium,159688
641879,Canada,British Columbia,Whistler,female,Bachelor,Rural,Married,Star,Standard,High,Winter_Flights,Medium,641879
695686,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Medium,695686
441135,Canada,British Columbia,Dawson Creek,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Medium,441135
509809,Canada,Ontario,Thunder Bay,female,College,Suburban,Single,Star,Standard,Low,Autumn_Flights,Medium,509809
192898,Canada,Manitoba,Winnipeg,male,College,Urban,Single,Star,Standard,Low,Spring_Flights,Medium,192898
427388,Canada,British Columbia,Vancouver,male,College,Urban,Married,Star,Standard,Low,Summer_Flights,Medium,427388
473636,Canada,Ontario,Trenton,female,College,Suburban,Married,Star,Standard,Low,Winter_Flights,Medium,473636
637532,Canada,Prince Edward Island,Charlottetown,female,Bachelor,Suburban,Married,Star,Standard,Medium,Summer_Flights,Medium,637532
618329,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Medium,618329
335365,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Star,2021 Promotion,Medium,Summer_Flights,Medium,335365
445432,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,Medium,Spring_Flights,Medium,445432
